 против 	 against 	 preposition 
 спокойный 	 calm ; unagitated ; serene ; tranquil 	 character 
 неакадемические направления исследований 	 pseudoscience 	
 Флеминг, Александр 	 Fleming ; Alexander Fleming ; Sir Alexander Fleming 	 person 
 родинка 	 mole 	 animal 
 митохондрия 	 mitochondrion ; chondriosome 	 biology 
 приятный 	 pleasant 	 descriptive_adjectives 
 уравнения максвелла 	 Maxwell's equations 	
 ожерелье 	 necklace 	 jewelry 
 асбест 	 asbestos 	
 международное право 	 international law ; law of nations 	
 политика 	 policy 	 society 
 маскировка ; камуфляж 	 disguise ; camouflage 	 military 
 Беккет, Сэмюэл 	 Beckett ; Samuel Beckett 	 person 
 торф 	 peat 	 agriculture 
 быстрый ; скорый 	 rapid ; speedy 	
 Лавуазье, Антуан Лоран 	 Lavoisier ; Antoine Lavoisier ; Antoine Laurent Lavoisier 	 person 
 пустырь 	 park ; commons ; common ; green 	 city 
 Шопенгауэр, Артур 	 Schopenhauer ; Arthur Schopenhauer 	 person 
 определение границ 	 boundary line ; border ; borderline ; delimitation ; mete 	 transport 
 комитет ; отдел ; управление ; бюро 	 agency ; federal agency ; government agency ; bureau ; office ; authority 	 finance 
 Висбаден 	 Wiesbaden 	 city 
 неизвестная величина ; игрек 	 yttrium ; Y ; atomic number 39 	 chemistry 
 двигатель 	 motor 	 device 
 учение конфуция 	 Confucianism 	
 Лукас, Джордж 	 Lucas ; George Lucas 	
 ржавчина 	 rust 	 chemistry 
 вершина ; верх 	 peak ; crown ; crest ; top ; tip ; summit 	 economics 
 свидетели иеговы 	 Jehovah's Witnesses 	
 язык урду 	 Urdu 	 language 
 Новая Каледония 	 New Caledonia 	
 неорганическая химия 	 inorganic chemistry 	
 запятая 	 comma 	 linguistics 
 фармакология 	 pharmacology ; pharmacological medicine ; materia medica 	
 молекулярная биология 	 molecular biology 	 biology 
 лейкоз 	 leukemia ; leukaemia ; leucaemia ; cancer of the blood 	 medicine 
 базальт 	 basalt 	 mineral 
 подвал 	 basement ; cellar 	
 место лагеря ; лагерь 	 camp ; encampment ; cantonment ; bivouac 	 military 
 вещь 	 object ; physical object 	 linguistics 
 Лилль 	 Lille 	 city 
 лента ; тесьма 	 band 	 object 
 богатый ; денежный 	 affluent ; flush ; loaded ; moneyed ; wealthy 	
 широта 	 width ; breadth 	 transport 
 Хо Ши Мин 	 Ho Chi Minh ; Nguyen Tat Thanh 	 person 
 пища ; питание 	 nutriment ; nourishment ; nutrition ; sustenance ; aliment ; alimentation ; victuals 	 biology 
 Базиликата 	 Basilicata ; Lucania 	
 Гернси 	 Guernsey ; island of Guernsey 	
 дельфин ; белобочка 	 dolphinfish ; dolphin ; mahimahi 	 animal 
 Романтизм 	 Romanticism ; Romantic Movement 	
 H 	 H ; h 	 alphabetic character 
 яхта 	 yacht ; racing yacht 	 transport 
 Гораций 	 Horace 	
 скат ; наклон ; склон 	 slope ; incline ; side 	 geometry 
 D 	 D ; d 	 alphabetic character 
 героин 	 heroin ; diacetylmorphine 	
 магия ; волшебство 	 magic ; thaumaturgy 	 mythology 
 физика элементарных частиц 	 particle physics ; high-energy physics ; high energy physics 	
 аэромеханика 	 aeromechanics ; aerodynamics 	
 Y 	 Y ; y ; wye 	 alphabetic character 
 пятнадцатый 	 fifteen ; 15 ; xv 	 number 
 тина ; ил 	 mud ; clay 	 garden 
 двойной 	 double ; dual ; duple 	
 Ньюфаундленд и Лабрадор 	 Newfoundland and Labrador 	
 арбуз 	 watermelon 	 fruit 
 ацетилен 	 acetylene ; ethyne ; alkyne 	 mechanical_engineering 
 тротуар 	 sidewalk ; pavement 	 construction 
 фонарь 	 lantern 	 construction 
 перепись 	 census ; nose count ; nosecount 	
 ваза 	 vase 	
 турист ; путешественник 	 tourist ; tourer ; holidaymaker 	
 ракета 	 rocket ; projectile 	 astronomy 
 авиатор 	 aviator ; aeronaut ; airman ; flier ; flyer 	 profession 
 армянин 	 Armenian ; Armenian language 	 language 
 Рабат 	 Rabat ; capital of Morocco 	 capital_city 
 энтропия 	 information ; selective information ; entropy 	 mathematics 
 матрос ; моряк 	 mariner ; seaman ; tar ; Jack-tar ; Jack ; old salt ; seafarer ; gob ; sea dog 	
 Пабло Неруда 	 Neruda ; Pablo Neruda ; Reyes ; Neftali Ricardo Reyes 	 person 
 йога 	 yoga 	 fitness 
 давление 	 pressure ; pressure level ; force per unit area 	 nature 
 бильярд 	 billiards 	
 цветковые растения 	 angiosperm ; flowering plant 	
 вдовец 	 widower ; widowman 	 man 
 полная неудача ; фиаско 	 freeze ; frost 	 nature 
 хитрый ; ловкий ; коварный 	 crafty ; cunning ; dodgy ; foxy ; guileful ; knavish ; slick ; sly ; tricksy ; tricky ; wily 	
 дядя 	 uncle 	 family 
 панда ; кошачий медведь 	 giant panda ; panda ; panda bear ; coon bear ; Ailuropoda melanoleuca 	 animal 
 Пиренеи 	 Pyrenees 	
 залог ; порука ; гарантия ; поручительство 	 hostage ; surety 	 police 
 Гойя, Франсиско Хосе де 	 Goya ; Goya y Lucientes ; Francisco Goya ; Francisco de Goya ; Francisco Jose de Goya ; Francisco Jose de Goya y Lucientes 	 person 
 счет ; подсчет ; граф 	 count 	
 тяжёлый 	 heavy 	 adjective 
 тазик 	 bowl 	
 ручная работа 	 handicraft ; handcraft ; handiwork ; handwork 	 work 
 триктрак 	 backgammon 	
 точный ; тщательный 	 accurate ; exact ; precise 	 mechanical_engineering 
 глуховатый ; глухой ; тугой на ухо 	 deaf 	
 гриб 	 fungus 	 being 
 изменение ; смена 	 change ; alteration ; modification 	 abstract 
 Боккаччо, Джованни 	 Boccaccio ; Giovanni Boccaccio 	 person 
 цапля 	 heron 	 animal 
 катализ 	 catalysis ; contact action 	 chemistry 
 дантист ; зубной врач 	 dentist ; tooth doctor ; dental practitioner 	 profession 
 шлем 	 helmet 	 military 
 Хендрикс, Джими 	 Hendrix ; Jimi Hendrix ; James Marshall Hendrix 	 person 
 профессия 	 career ; calling ; vocation 	 career 
 невеста 	 bride 	 sex 
 Андрей Первозванный 	 Andrew ; Saint Andrew ; St. Andrew ; Saint Andrew the Apostle 	 religion 
 нрав ; настроение 	 temper ; mood ; humor ; humour 	 character 
 отзвук ; эхо 	 echo ; reverberation ; sound reflection ; replication 	 physics 
 сведения ; информация ; сообщения 	 data ; information 	 communication 
 портной 	 tailor ; seamster ; sartor 	 profession 
 ангстрем 	 angstrom ; angstrom unit ; A 	
 Дионис 	 Dionysus 	 mythology 
 морщина 	 wrinkle ; furrow ; crease ; crinkle ; seam ; line 	 fashion 
 художник 	 painter 	 profession 
 Кальвин, Жан 	 Calvin ; John Calvin ; Jean Cauvin ; Jean Caulvin ; Jean Chauvin 	 person 
 полночь 	 midnight 	 time 
 сто долларов 	 coulomb ; C ; ampere-second 	 electronics 
 Пастер, Луи 	 Pasteur ; Louis Pasteur 	 person 
 реакция 	 chemical reaction ; reaction 	 chemistry 
 таинственный ; загадочный 	 cryptic ; cryptical ; deep ; inscrutable ; mysterious ; mystifying 	 descriptive_adjectives 
 Диоклетиан 	 Diocletian ; Gaius Aurelius Valerius Diocletian 	
 ленивый ; инертный 	 faineant ; indolent ; lazy ; otiose ; slothful ; work-shy 	
 монахиня 	 nun 	 profession 
 весёлая ; смелая проделка 	 adventure ; escapade ; risky venture ; dangerous undertaking 	
 Юлианский календарь 	 Julian calendar ; Old Style calendar 	
 компетенция ; сфера деятельности ; государство 	 state ; province 	 society 
 архангел 	 archangel 	 religion 
 Мендель, Грегор Иоганн 	 Mendel ; Gregor Mendel ; Johann Mendel 	 person 
 трение 	 friction ; rubbing 	 physics 
 рыбак ; рыболов 	 fisherman ; fisher 	 profession 
 пытка 	 torture ; torturing 	
 Монблан 	 Mont Blanc ; Monte Bianco 	
 униформа 	 uniform 	 military 
 ом 	 ohm 	
 лаборатория 	 lab ; laboratory ; research lab ; research laboratory ; science lab ; science laboratory 	 chemistry 
 дискета ; дискета 	 diskette ; floppy ; floppy disk 	 computers 
 появление ; вид 	 appearance ; visual aspect 	 quality 
 полное сопротивление ; импеданс 	 electric resistance ; electrical resistance ; impedance ; resistance ; resistivity ; ohmic resistance 	 physics 
 сумасшедший дом ; бедлам 	 chaos ; pandemonium ; bedlam ; topsy-turvydom ; topsy-turvyness 	
 Дидро, Дени 	 Diderot ; Denis Diderot 	 person 
 шизофрения 	 schizophrenia ; schizophrenic disorder ; schizophrenic psychosis ; dementia praecox 	
 Импрессионизм 	 Impressionism 	
 Аттила 	 Attila ; Attila the Hun ; Scourge of God ; Scourge of the Gods 	
 купец 	 merchant ; merchandiser 	
 мелкий 	 fine 	 adjective 
 Софокл 	 Sophocles 	
 корона 	 crown ; diadem 	
 Гераклит Эфесский 	 Heraclitus 	
 Шостакович, Дмитрий Дмитриевич 	 Shostakovich ; Dmitri Shostakovich ; Dmitri Dmitrievich Shostakovich 	 person 
 Рентгеновское излучение 	 X ray ; X-ray ; X-radiation ; roentgen ray 	
 Витгенштейн, Людвиг 	 Wittgenstein ; Ludwig Wittgenstein ; Ludwig Josef Johan Wittgenstein 	 person 
 Адамс, Джон Куинси 	 Adams ; John Quincy Adams ; President Adams ; President John Quincy Adams 	 person 
 чайка 	 gull ; seagull ; sea gull 	 animal 
 порнография 	 pornography ; porno ; porn ; erotica ; smut 	 sex 
 Стейнбек, Джон 	 Steinbeck ; John Steinbeck ; John Ernst Steinbeck 	 person 
 Бодлер, Шарль 	 Baudelaire ; Charles Baudelaire ; Charles Pierre Baudelaire 	 person 
 сжатие ; сжимание 	 jam 	 spice 
 диод 	 diode ; semiconductor diode ; junction rectifier ; crystal rectifier 	 device 
 нейтрино 	 neutrino 	
 недостаток ; нужда 	 lack ; deficiency ; want 	 economics 
 Юго-Восточная Азия 	 Southeast Asia 	
 блюз 	 blues 	 music 
 макрель 	 mackerel 	 animal 
 перерыв ; пауза ; остановка 	 pause ; intermission ; break ; interruption ; suspension 	 time 
 инспектировать ; осматривать 	 visit ; see 	 verb 
 напряжение 	 electric potential ; potential ; potential difference ; potential drop ; voltage 	 physics 
 Умбрия 	 Umbria 	
 поэт 	 poet 	 profession 
 звёздочка ; знак сноски ; звездочка 	 asterisk ; star 	 linguistics 
 Армстронг, Луи 	 Armstrong ; Louis Armstrong ; Satchmo 	 person 
 P 	 P ; p 	 alphabetic character 
 продукция 	 product ; production 	 object 
 скамья 	 bench 	 furniture 
 пациент ; больной 	 patient 	 medicine 
 шафран 	 saffron ; saffron crocus ; Crocus sativus 	 plant 
 Австро-Венгрия 	 Austria-Hungary 	
 Великий Шёлковый Путь 	 Silk Road 	
 АСЕАН 	 Association of Southeast Asian Nations ; ASEAN 	
 Келлер, Елена Адамс 	 Keller ; Helen Keller ; Helen Adams Keller 	 person 
 Северные Марианские острова 	 Northern Marianas ; Northern Mariana Islands 	
 адюльтер ; прелюбодеяние ; нарушение супружеской верности 	 adultery ; criminal conversation ; fornication 	
 струна 	 chord 	 music 
 Палеолит 	 Paleolithic Age ; Paleolithic ; Palaeolithic 	
 психиатрия 	 psychiatry ; psychopathology ; psychological medicine 	
 сирота 	 orphan 	
 энтомология 	 entomology ; bugology 	
 виноградник 	 vineyard ; vinery 	 garden 
 диалог 	 dialogue ; dialog ; duologue 	 literature 
 тридцатилетняя война 	 Thirty Years' War 	
 кристаллография 	 crystallography 	
 жертва 	 victim 	 law 
 наверху 	 above ; higher up ; in a higher place ; to a higher place 	 adverb 
 G 	 G ; g 	 alphabetic character 
 олигархия 	 oligarchy 	
 очко ; туз 	 ace 	 military 
 тектоника 	 tectonics ; plate tectonics ; plate tectonic theory 	
 утконос 	 platypus ; duckbill ; duckbilled platypus ; duck-billed platypus ; Ornithorhynchus anatinus 	 animal 
 шар 	 globe 	
 парсек 	 parsec ; secpar 	
 клей 	 glue ; gum ; mucilage 	 material 
 диво ; чудо 	 wonder ; marvel 	 abstract 
 Салах ад-Дин 	 Saladin ; Salah-ad-Din Yusuf ibn-Ayyub 	 person 
 церковный хор 	 choir 	 music 
 электротехника 	 electrical engineering ; EE 	 mathematics 
 пятьдесят 	 fifty ; 50 ; l 	 number 
 столкновение ; схватка ; стычка ; собрание 	 meeting ; encounter 	
 калькулятор 	 calculator ; calculating machine 	 computers 
