 tai 	 against 	 preposition 
 kage_ 	 silhouette 	
 ujimushi 	 maggot 	
 toge 	 spine ; thorn ; prickle ; pricker ; sticker ; spikelet 	 botany 
 kyo_tei 	 agreement ; arrangement 	 business 
 sogo 	 contradiction 	
 taisho_ 	 antithesis 	 literature 
 taigyo_ 	 sabotage 	 law 
 yawaraka 	 gentle ; soft 	 character 
 kagai 	 assault 	 military 
 chokucho_ 	 rectum 	 anatomy 
 menshoku 	 dismissal ; dismission ; discharge ; firing ; liberation ; release ; sack ; sacking 	 ending 
 go_itsu 	 oneness ; unity 	
 gyakuzoku 	 insurgent ; insurrectionist ; freedom fighter ; rebel 	 military 
 gensei 	 crude ; primitive ; rude 	 descriptive_adjectives 
 hau 	 crawl ; creep 	 go 
 nageki 	 lament ; lamentation ; plaint ; wail 	
 kiwa 	 verge ; brink 	
 dani 	 mite 	 animal 
 aikokusha 	 patriot ; nationalist 	 military 
 ho_zuru 	 report 	 verb 
 chu_kei 	 relay ; electrical relay 	 electronics 
 senbo_kyo_ 	 periscope 	
 kencho 	 outstanding ; prominent ; salient ; spectacular ; striking 	
 tozansha 	 mountaineer ; mountain climber 	 profession 
 kibi 	 millet 	 botany 
 seikan 	 audacious ; brave ; dauntless ; fearless ; hardy ; intrepid ; unfearing 	 character 
 uchikatsu 	 get the better of ; overcome ; defeat 	 sports 
 hiyo_ 	 cost 	 society 
 motarasu 	 bring ; convey ; take 	 verb 
 kansha 	 gratitude 	 character 
 muki 	 site ; situation 	 manufacturing 
 kaisetsu 	 diffraction 	
 minaraiko_ 	 apprentice ; learner ; prentice 	 profession 
 heikakirisage 	 devaluation 	 finance 
 naiyo_ 	 contents ; table of contents 	
 sabetsu 	 differentiation ; distinction 	 mathematics 
 namamekashii 	 charming 	
 dankyu_ 	 patio ; terrace 	 area 
 futtei 	 scarcity ; scarceness 	 economics 
 kento_ 	 examination ; scrutiny 	 medicine 
 mokuhyo_ 	 target ; butt 	 military 
 jitsuyo_shugi 	 pragmatism 	
 dekibae 	 performance ; execution ; carrying out ; carrying into action 	 action 
 itosugi 	 cypress ; cypress tree 	 coniferous tree 
 moya 	 haze 	 nature 
 akaei 	 stingray 	 animal 
 kaedama 	 substitute ; replacement 	 sports 
 shakaiteki 	 social ; societal 	
 shitabaki 	 underpants 	 clothes 
 kenbo_sho_ 	 amnesia ; memory loss ; blackout 	
 kiri 	 drill 	 device 
 wasuregatami 	 keepsake ; souvenir ; token ; relic 	 object 
 tomoni 	 both 	 adjective 
 gijutsuteki 	 technical 	 art 
 so_meikyoku 	 sonata 	 music 
 tawamureru 	 joke ; jest 	 communicate 
 riyo_sha 	 user 	 society 
 mo_keru 	 gain ; take in ; clear ; make ; earn ; realize ; realise ; pull in ; bring in 	 get 
 ko_kateki 	 successful 	 adjective 
 ryu_sho_ 	 prosperity ; successfulness 	 marketing 
 zubutoi 	 shameless ; unblushing 	
 no_zeisha 	 taxpayer 	 economics 
 utsushi 	 transcript ; copy 	 accounting 
 seikakusa 	 accuracy ; truth 	 mechanical_engineering 
 denkyoku 	 electrode 	 device 
 chu_zai 	 stay 	 act 
 shibakusa 	 lawn 	 field 
 okasu 	 perpetrate ; commit ; pull 	 act 
 sodateru 	 rear ; raise ; bring up ; nurture ; parent 	 verb 
 ongakugaku 	 musicology 	 music 
 shimesu 	 moisten ; wash ; dampen 	
 tashinron 	 polytheism 	
 do_ho_ 	 compatriot 	 subject 
 hageshii 	 angry ; furious ; raging ; tempestuous ; wild 	 character 
 gizensha 	 hypocrite ; dissembler ; dissimulator ; phony ; phoney ; pretender 	
 ronsho_ 	 demonstration ; demo 	
 fukasa 	 deepness ; profundity ; profoundness 	 transport 
 dokudokushii 	 deadly ; venomous ; virulent 	 health 
 kihei 	 cavalry ; horse cavalry ; horse 	 military 
 nenbangan 	 slate ; slating 	
 hisento_in 	 civilian 	 military 
 tsutanai 	 gawky ; clumsy ; clunky ; ungainly ; unwieldy 	
 danryoku 	 elasticity ; snap 	 physics 
 rekishiteki 	 historic ; historical 	
 kakujitsusei 	 certainty 	
 sententeki 	 congenital ; inborn ; innate 	
 teisai 	 format ; formatting ; data format ; data formatting 	 computers 
 eri 	 collar 	 object 
 so_tei 	 assumption ; supposition ; supposal 	
 tsuruhashi 	 pick ; pickax ; pickaxe 	 house 
 haken 	 hegemony 	
 goi 	 glossary ; gloss 	 linguistics 
 zo_ka 	 accession ; addition 	
 tatsui 	 clarity ; lucidity ; lucidness ; pellucidity ; clearness ; limpidity 	
 taishita 	 great ; outstanding 	
 yurankan 	 Fallopian tube ; uterine tube ; oviduct 	 anatomy 
 bapponteki 	 extremist ; radical ; ultra 	
 kashu_ 	 anthology 	 collection 
 kakushin 	 reform 	
 mi 	 content 	 accumulation 
 chichikubi 	 nipple ; mammilla ; mamilla ; pap ; teat ; tit 	 anatomy 
 kantei 	 opinion ; legal opinion ; judgment ; judgement 	 accounting 
 henshu_byo_ 	 paranoia 	 medicine 
 kiwamarinai 	 extreme ; utmost ; uttermost 	
 ko_ryo_ 	 duchy ; dukedom 	 land 
 kizokuteki 	 aristocratic ; aristocratical ; blue ; blue-blooded ; gentle ; patrician 	 character 
 bunsan 	 dispersion ; dispersal ; dissemination ; diffusion 	 physics 
 kansha 	 thanks 	
 do_yo_ 	 identical ; selfsame ; very 	
 kaishun 	 repentance ; penitence ; penance 	 religion 
 ugatsu 	 bore ; drill 	 cut 
 wazurai 	 concern ; worry ; headache ; vexation 	 character 
 kisseki 	 reproach 	
 yu_ko_teki 	 amicable 	 character 
 nigenron 	 dualism 	 doctrine 
 atotsugi 	 successor ; replacement 	
 kyo_so_ 	 robust 	
 nama 	 natural ; raw ; rude 	 descriptive_adjectives 
 yamigatai 	 irresistible ; resistless 	
 kakumaku 	 cornea 	 anatomy 
 chikame 	 myopia ; nearsightedness ; shortsightedness 	 medicine 
 shusho_ 	 applaudable ; commendable ; laudable ; praiseworthy 	
 kakuchu_ 	 prism ; optical prism 	 device 
 junka 	 purification 	 technology 
 mitooshi 	 lookout ; outlook 	
 tameru 	 roll up ; collect ; accumulate ; pile up ; amass ; compile ; hoard 	 finance 
 jo_bu 	 durable ; lasting ; long-lasting ; long-lived 	
 enkinho_ 	 position ; view ; perspective 	 art 
 osore 	 anxiety 	 psychology 
 saya 	 scabbard 	 mechanical_engineering 
 enjinto_ 	 scalpel 	 medicine 
 bassuru 	 punish ; penalize ; penalise 	 law 
 zetsuentai 	 insulator ; dielectric ; nonconductor 	 material 
 habamu 	 obstruct ; blockade ; block ; hinder ; stymie ; stymy ; embarrass 	
 roji 	 lane 	 transport 
 tachisaru 	 exit ; go out ; get out ; leave 	 verb 
 kai 	 paddle ; boat paddle 	 travelling 
 kazaru 	 decorate ; adorn ; grace ; ornament ; embellish ; beautify 	 alter 
 nayamasu 	 harass ; hassle ; harry ; chivy ; chivvy ; chevy ; chevvy ; beset ; plague ; molest ; provoke 	
 kizetsu 	 faint ; swoon ; syncope ; deliquium 	 medicine 
 mikagiru 	 abandon 	 finance 
 kaisho_ 	 circular ; handbill ; bill ; broadside ; broadsheet ; flier ; flyer ; throwaway 	
 retsu 	 queue ; waiting line 	 line 
 hakushaku 	 earl 	
 mo_shikomu 	 reserve ; hold ; book 	 finance 
 horu 	 excavate ; unearth 	 architecture 
 kakuno_ 	 storage 	 manufacturing 
 henro 	 pilgrim 	
 mongaikan 	 layman ; layperson ; secular 	 profession 
 do_itsu 	 identity ; identicalness ; indistinguishability 	
 seiso_ 	 cleaning ; cleansing ; cleanup 	
 kokochiyoi 	 comfortable ; comfy 	 descriptive_adjectives 
 josan 	 obstetrics ; OB ; tocology ; midwifery 	
 koyo_nushi 	 employer 	 profession 
 moroi 	 brittle ; brickle ; brickly 	
 gakubucho_ 	 dean 	
 jishuteki 	 autonomous 	 biology 
 eiga 	 magnificence ; brilliance ; splendor ; splendour ; grandeur ; grandness 	 history 
 denkiko_ 	 electrician ; lineman ; linesman 	 profession 
 shu_to 	 father-in-law 	 family 
 kigyo_ka 	 entrepreneur ; enterpriser 	 profession 
 shu_kyoku 	 stopping point ; finale ; finis ; finish ; last ; conclusion ; close 	 end 
 shikake 	 appliance ; contraption ; contrivance ; convenience ; gadget ; gizmo ; gismo ; widget 	 device 
 chabin 	 teapot 	
 meganeya 	 optician ; lens maker 	 profession 
 ayu 	 flattery 	
 gusho_teki 	 concrete 	 linguistics 
 shingakusha 	 theologian ; theologist ; theologizer ; theologiser 	 profession 
 mimiwa 	 earring 	 clothes 
 kantokukan 	 inspector 	 profession 
 ko_shaku 	 lecture ; public lecture ; talk 	
 kashikoi 	 smart 	
 keiigi 	 theodolite ; transit 	 device 
 maboroshi 	 apparition ; phantom ; phantasm ; phantasma ; fantasm ; specter ; spectre 	 mythology 
 chinamagusai 	 bloody 	
 mochinushi 	 owner ; proprietor 	 profession 
 nikibi 	 acne 	 disease 
 hesaki 	 bow ; fore ; prow ; stem 	
 oshitodomeru 	 check ; check up on ; look into ; check out ; suss out ; check over ; go over ; check into 	 study 
 hatoba 	 quay 	
 nomiya 	 barroom ; bar ; saloon ; ginmill ; taproom 	 room 
 yakedo 	 burn 	 medicine 
 genjitsushugi 	 naturalism ; realism 	 psychology 
 kankyo_ 	 environment 	 nature 
 kekkai 	 rupture 	 hurt 
 shiraseru 	 advise ; notify ; give notice ; send word ; apprise ; apprize 	
 genshuku 	 severity ; severeness ; harshness ; rigor ; rigour ; rigorousness ; rigourousness ; inclemency ; hardness ; stiffness 	
 kaido_ 	 chapel 	 place 
 karugarushii 	 frivolous 	
 shokubai 	 catalyst ; accelerator 	 chemistry 
 sokotsuchi 	 subsoil ; undersoil 	 construction 
 kotsuzui 	 marrow ; bone marrow 	 anatomy 
 uruosu 	 enrich 	
 sho_ka 	 singing ; vocalizing 	 music 
 shiryobukai 	 prudent 	
 yo_kyoku 	 anode 	 chemistry 
 teiketsu 	 purity ; pureness 	 condition 
 sairai 	 return ; homecoming 	 abstract 
 ninchi 	 recognition ; acknowledgment ; acknowledgement 	
 horu 	 carve 	 form 
 toraware 	 captivity ; imprisonment ; incarceration ; immurement 	
 hanpa 	 fraction 	 mechanical_engineering 
 yo_nen 	 infancy ; babyhood 	
 kayo_hen 	 fuse ; electrical fuse ; safety fuse 	 device 
 daku 	 embrace ; hug ; bosom ; squeeze 	 valentines_day 
 jaguchi 	 faucet ; spigot 	 device 
 do_rikigaku 	 dynamics ; kinetics 	 physics 
 maguwa 	 harrow 	 device 
 gekkei 	 laurel 	 flowering tree 
 shakuyaku 	 peony ; paeony 	 flower 
 shiiru 	 impel ; force 	 cause 
 oshimubeki 	 regrettable ; too bad 	
 egaku 	 trace ; draw ; line ; describe ; delineate 	 verb 
 sashihibiku 	 influence ; act upon ; work 	 affect 
 jirettai 	 impatient 	 adjective 
 nareta 	 familiar 	
 keizoku 	 relationship ; human relationship 	 society 
 shikkan 	 ailment ; complaint ; ill 	 biology 
 jo_kisen 	 steamer ; steamship 	 transport 
 yoseru 	 gather ; garner ; collect ; pull together 	
 saguru 	 search ; seek ; look for 	 computers 
 senzai 	 detergent 	 chemistry 
 hizamazuku 	 kneel 	 religion 
 bo_shu_zai 	 deodorant ; deodourant 	
 zusetsu 	 diagram 	 mathematics 
 tsukaihatasu 	 consume ; eat up ; use up ; eat ; deplete ; exhaust ; run through ; wipe out 	
 meirei 	 directive 	 military 
 sho_mei 	 illuminance ; illumination 	 art 
 o_da 	 hit ; hitting ; striking 	 abstract 
 ochitsukeru 	 calm ; calm down ; quiet ; tranquilize ; tranquillize ; tranquillise ; quieten ; lull ; still 	
 ryu_tsu_ 	 distribution ; dispersion 	 linguistics 
 tsutanai 	 awkward ; clumsy ; cumbersome ; inapt ; inept ; ill-chosen 	
 hiranabe 	 pan ; cooking pan 	 cooking 
 akeru 	 empty 	 alter 
 ju_nan 	 flexible ; flexile 	 art 
 ko_taku 	 glare ; blaze ; brilliance 	
 ikiiki 	 lively 	 art 
 niage 	 landing 	
 hanadzura 	 snout ; neb 	
 seibutsugakusha 	 biologist ; life scientist 	 profession 
 ho_yo_ 	 embrace ; embracing ; embracement 	 hold 
 shikisai 	 hue ; chromaticity 	 art 
 kessho_ 	 crystallization ; crystallisation ; crystallizing 	 chemistry 
 junkan 	 circulation 	 mechanical_engineering 
 bakasu 	 enchant ; enrapture ; transport ; enthrall ; ravish ; enthral ; delight 	 valentines_day 
 asobigoto 	 pastime ; interest ; pursuit 	
 sakuran 	 confusion 	 disorder 
 ko_go_shii 	 reverend ; sublime 	 art 
 bo_kansha 	 onlooker ; looker-on 	
 kisekiteki 	 marvelous ; marvellous ; miraculous 	
 munashii 	 futile ; ineffectual ; otiose ; unavailing 	
 kyo_shu_ 	 nostalgia 	
 tachinoku 	 evacuate 	 military 
 henko_ 	 proclivity ; propensity ; leaning 	 construction 
 jifushin 	 assurance ; self-assurance ; confidence ; self-confidence ; authority ; sureness 	 career 
 boki 	 bookkeeping ; clerking 	 accounting 
 kebakebashii 	 brassy ; cheap ; flash ; flashy ; garish ; gaudy ; gimcrack ; loud ; meretricious ; tacky ; tatty ; tawdry ; trashy 	 fashion 
 hataori 	 weaver 	 profession 
 fukusanbutsu 	 by-product ; byproduct ; spin-off 	
 sameru 	 wake up ; awake ; arouse ; awaken ; wake ; come alive ; waken 	 change state 
 o_ 	 bear 	 verb 
 sekisei 	 sincerity 	 character 
 tsudzuri 	 spelling 	 linguistics 
 kyo_sei 	 compulsion ; coercion 	
 kokuso_ 	 granary ; garner 	 agriculture 
 soshiri 	 aspersion ; calumny ; slander ; defamation ; denigration 	 attack 
 bohi 	 gravestone ; headstone ; tombstone 	
 tanpensho_setsu 	 novelette ; novella 	 literature 
 kensoku 	 detention ; detainment ; hold ; custody 	 chemistry 
 botsubotsutaru 	 energetic 	 character 
 taijo_ 	 departure ; going ; going away ; leaving 	 transport 
 suri 	 pickpocket ; cutpurse ; dip 	
 maekata 	 previously ; antecedently 	
 doroyoke 	 fender ; wing 	 object 
 shukuhaku 	 housing ; lodging ; living accommodations 	 construction 
 hakugai 	 persecution 	
 tsutsuji 	 azalea 	 botany 
 fuda 	 label 	 mark 
 hikigane 	 gun trigger ; trigger 	 military 
 so_gu 	 harness 	 device 
 naimenteki 	 inner ; interior ; internal 	
 mekura 	 ignorance 	 content 
 endzuku 	 marry ; get married ; wed ; conjoin ; hook up with ; get hitched with ; espouse 	 verb 
 byo_ 	 rivet 	 construction 
 majutsu 	 sorcery ; black magic ; black art ; necromancy 	 mythology 
 yu_seigaku 	 eugenics 	 genetics 
 kocho_ho_ 	 hyperbole ; exaggeration 	 linguistics 
 dai 	 rack 	
 soji 	 foundation 	 career 
 kiwadoi 	 hazardous ; risky ; wild 	 descriptive_adjectives 
 to_hyo_ 	 vote ; ballot ; voting ; balloting 	
 cho_bo_ 	 view ; aspect ; prospect ; scene ; vista ; panorama 	 military 
 nakagainin 	 agent ; factor ; broker 	 profession 
 koya 	 shed 	 agriculture 
 baishin 	 jury 	 law 
 dangai 	 impeachment 	 instrument 
 harime 	 seam 	
 kyo_sen 	 thymus gland ; thymus 	 anatomy 
 rokubungi 	 sextant 	 device 
 to_mitsu 	 molasses 	
 akogare 	 longing ; yearning ; hungriness 	 character 
 todomeru 	 discontinue ; stop ; cease ; give up ; quit ; lay off 	
 jinbutsu 	 fictional character ; fictitious character ; character 	 insurance 
 bankai 	 restoration 	 fix 
 no_ju 	 reception ; receipt 	 accounting 
 mushigaii 	 selfish 	 descriptive_adjectives 
 chu_setsu 	 commitment ; allegiance ; loyalty ; dedication 	 accounting 
 senjo_ 	 battlefield ; battleground ; field of battle ; field of honor ; field 	 military 
 to_in 	 alliteration ; initial rhyme ; beginning rhyme ; head rhyme 	 linguistics 
 junretsu 	 permutation 	 mathematics 
 kaitaku 	 cultivation 	 agriculture 
 shakkuri 	 hiccup ; hiccough ; singultus 	
 ko_za 	 platform 	
 saishokushugisha 	 vegetarian 	
 katei 	 premise ; premiss ; assumption 	
 zetchixyou 	 climax ; flood tide 	 literature 
 jo_zo_sho 	 brewery 	
 akahara 	 dysentery 	 medicine 
 nareai 	 conspiracy ; confederacy 	 law 
 ryokunaisho_ 	 glaucoma 	 medicine 
 tsunaso 	 jute 	 substance 
 hikisageru 	 lower ; lour 	
 kui 	 picket ; pale 	
 to_chi 	 reign 	 time 
 kokorozasu 	 intend ; mean ; think 	 verb 
 so_gankyo_ 	 binoculars ; field glasses ; opera glasses 	
 hametsu 	 fall ; downfall 	
 sabiru 	 corrode ; rust 	 chemistry 
 katei 	 course of study ; program ; programme ; curriculum ; syllabus 	
 senmaidooshi 	 awl 	 technology 
 kikaseru 	 inform 	 communicate 
 seiei 	 elite ; elite group 	
 guro_ 	 derision 	
 herasu 	 decrease ; diminish ; lessen ; fall 	
 o_ryoku 	 tension ; tenseness ; stress 	 linguistics 
 eisho_ 	 aria 	 music 
 ranbo_mono 	 bully ; tough ; hooligan ; ruffian ; roughneck ; rowdy ; yob ; yobo ; yobbo 	
 shikamettsura 	 grimace ; face 	
 roten 	 stall ; stand ; sales booth 	 business 
 shu_shu_ka 	 collector ; aggregator 	 individual 
 hihanteki 	 critical 	 character 
 hikitomeru 	 delay ; detain ; hold up 	 travelling 
 kansen 	 infection ; contagion ; transmission 	 medicine 
 gaman 	 tolerance 	 character 
 byo_gentai 	 pathogen 	
 musekaeru 	 gag ; choke ; strangle ; suffocate 	 hurt 
 yu_fuku 	 affluence ; richness 	
 kyo_kyu_sha 	 supplier ; provider 	 transport 
 kakko 	 parenthesis 	 linguistics 
 jidaisakugo 	 anachronism 	 artifact 
 ko_bashii 	 aromatic ; redolent 	
 kaisuru 	 interpret ; construe ; see 	
 meshitoru 	 collar ; nail ; apprehend ; arrest ; pick up ; nab ; cop 	 police 
 sho_doku 	 disinfection 	
 gidai 	 agenda ; agendum ; order of business 	
 shuisho 	 course catalog ; course catalogue ; prospectus 	 finance 
 so_jo_ko_ka 	 synergy ; synergism 	 action 
 hirogeru 	 spread ; distribute 	 military 
 retsuretsu 	 ardent ; fervent ; fervid ; fiery ; impassioned ; perfervid ; torrid 	 descriptive_adjectives 
 tsumisuru 	 charge ; accuse 	 verb 
 nagare 	 stream ; watercourse 	 nature 
 tsudzuki 	 sequel ; continuation 	
 tsutsumi 	 embankment 	
 hatashiai 	 duel ; affaire d'honneur 	
 enryo 	 reserve ; backlog ; stockpile 	 accounting 
 shikomu 	 educate 	
 kojinshugi 	 individualism 	
 ichiji 	 character ; grapheme ; graphic symbol 	 linguistics 
 wankyoku 	 bend ; crook ; twist ; turn 	 construction 
 kasugai 	 clamp ; clinch 	 device 
 taisho_ 	 contrast ; direct contrast 	
 kaiho_ 	 liberation ; release ; freeing 	 military 
 tsu_chi 	 telling ; apprisal ; notification 	
 ikasu 	 resuscitate ; revive 	
 chinsha 	 apology 	
 ho_ikaku 	 azimuth ; AZ 	 mathematics 
 atokata 	 trace ; vestige ; tincture ; shadow 	 art 
 gasuru 	 congratulate ; felicitate 	
 mori 	 escape ; leak ; leakage ; outflow 	 discharge 
 shinzokukankei 	 kinship ; family relationship ; relationship 	 relation 
 mushiba 	 cavity ; caries ; dental caries ; tooth decay 	 biology 
 yu_do_ 	 induction ; inductance 	 physics 
 mikomi 	 anticipation ; expectation 	
 shu_ryo_ 	 termination ; ending ; conclusion 	 architecture 
 ikioi 	 vigor ; vigour ; dynamism ; heartiness 	 character 
 chisha 	 ruler ; swayer 	 history 
 hyo_ron 	 criticism ; critique 	 literature 
 shin'youju 	 conifer ; coniferous tree 	 plant 
 kasai 	 conflagration ; inferno 	 fire 
 fusawashii 	 appropriate 	 adjective 
 bettei 	 villa 	
 gunshu_ 	 battalion ; large number ; multitude ; plurality ; pack 	
 kansoka 	 reduction ; simplification 	 linguistics 
 seishinteki 	 mental 	
 nao 	 less 	 adjective 
 kaigi 	 session 	 music 
 urami 	 resentment ; bitterness ; gall ; rancor ; rancour 	 mechanical_engineering 
 futanari 	 hermaphrodite ; intersex ; gynandromorph ; androgyne ; epicene ; epicene person 	 biology 
 minzokuteki 	 racial 	
 tayo_ 	 diverseness ; diversity ; multifariousness ; variety 	 art 
 haitatsu 	 delivery ; bringing 	 transport 
 taikai 	 tournament ; tourney 	 sports 
 torihazusu 	 disassemble ; dismantle ; take apart ; break up ; break apart 	
 kasuka 	 indistinct 	
 go_u 	 downpour ; cloudburst ; deluge ; waterspout ; torrent ; pelter ; soaker 	 weather 
 kawa 	 peel ; skin 	 object 
 yogen 	 prophecy ; prognostication ; vaticination 	 mythology 
