 対 [たい] 	 against 	 preposition 
 ヘレン・ケラー 	 Keller ; Helen Keller ; Helen Adams Keller 	 person 
 北マリアナ諸島 	 Northern Marianas ; Northern Mariana Islands 	
 姦通 	 adultery ; criminal conversation ; fornication 	
 和音 	 chord 	 music 
 旧石器時代 	 Paleolithic Age ; Paleolithic ; Palaeolithic 	
 精神医学 	 psychiatry ; psychopathology ; psychological medicine 	
 孤児 	 orphan 	
 昆虫学 	 entomology ; bugology 	
 葡萄畑 [ぶどうばたけ] 	 vineyard ; vinery 	 garden 
 対話 	 dialogue ; dialog ; duologue 	 literature 
 三十年戦争 	 Thirty Years' War 	
 結晶学 	 crystallography 	
 犠牲者 	 victim 	 law 
 上 [うえ] 	 above ; higher up ; in a higher place ; to a higher place 	 adverb 
 G 	 G ; g 	 alphabetic character 
 寡頭制 	 oligarchy 	
 エース 	 ace 	 military 
 プレートテクトニクス 	 tectonics ; plate tectonics ; plate tectonic theory 	
 鴨の嘴 [かものはし] 	 platypus ; duckbill ; duckbilled platypus ; duck-billed platypus ; Ornithorhynchus anatinus 	 animal 
 地球儀 	 globe 	
 パーセク 	 parsec ; secpar 	
 接着剤 	 glue ; gum ; mucilage 	 material 
 驚異 	 wonder ; marvel 	 abstract 
 サラーフッディーン 	 Saladin ; Salah-ad-Din Yusuf ibn-Ayyub 	 person 
 合唱団 	 choir 	 music 
 電気工学 	 electrical engineering ; EE 	 mathematics 
 出会い 	 meeting ; encounter 	
 計算機 	 calculator ; calculating machine 	 computers 
 オールトの雲 	 Oort cloud 	 accumulation 
 キャビア 	 caviar ; caviare 	
 ロゼッタ・ストーン 	 Rosetta Stone 	
 カアバ 	 Kaaba ; Caaba 	
 俳句 	 haiku 	 literature 
 イーリアス 	 Iliad 	
 E 	 E ; e 	 alphabetic character 
 犯罪学 [はんざいがく] 	 criminology 	 police 
 主格 	 nominative ; nominative case ; subject case 	 linguistics 
 途方もない 	 absurd ; cockeyed ; derisory ; idiotic ; laughable ; ludicrous ; nonsensical ; preposterous ; ridiculous 	 descriptive_adjectives 
 ウェスパシアヌス 	 Vespasian ; Titus Flavius Sabinus Vespasianus 	
 息をする [いきをする] 	 breathe ; take a breath ; respire ; suspire 	 fitness 
 ボリス・パステルナーク 	 Pasternak ; Boris Pasternak ; Boris Leonidovich Pasternak 	 person 
 対格 	 accusative ; accusative case ; objective case 	 linguistics 
 マフィア 	 Mafia ; Maffia ; Cosa Nostra 	
 アイソーポス 	 Aesop 	
 国際原子力機関 	 International Atomic Energy Agency ; IAEA 	
 書誌学 [しょしがく] 	 bibliography 	 literature 
 ナンシー 	 Nancy 	 city 
 クラゲ 	 jellyfish 	 animal 
 1790年代 	 1790s 	
 パイロット 	 pilot ; airplane pilot 	 profession 
 メラネシア 	 Melanesia 	
 ジルコニウム 	 zirconium ; Zr ; atomic number 40 	 chemistry 
 松 	 pine 	 botany 
 イッテルビウム 	 ytterbium ; Yb ; atomic number 70 	 chemistry 
 たいまつ 	 torch 	 light 
 ブーベ島 	 Bouvet Island 	
 消防士 	 fireman ; firefighter ; fire fighter ; fire-eater 	 profession 
 肛門 [こうもん] 	 anus 	 anatomy 
 豚 	 swine 	 zoology 
 アインスタイニウム 	 einsteinium ; Es ; E ; atomic number 99 	 chemistry 
 パルメニデス 	 Parmenides 	
 エルビウム 	 erbium ; Er ; atomic number 68 	 chemistry 
 ハーバート・フーヴァー 	 Hoover ; Herbert Hoover ; Herbert Clark Hoover ; President Hoover 	 person 
 コンパイラ 	 compiler ; compiling program 	 computers 
 ユウロピウム 	 europium ; Eu ; atomic number 63 	 chemistry 
 ワクチン 	 vaccine ; vaccinum 	 medicine 
 マルケ州 	 Marche ; Marches 	
 沈香 [じんこう] 	 aloe 	 botany 
 J 	 J ; j 	 alphabetic character 
 民族学 	 ethnology 	
 カラブリア州 	 Calabria 	
 文学 	 literature ; lit 	
 基準 	 standard ; criterion ; measure ; touchstone 	 communication 
 ベルゲン 	 Bergen 	 city 
 階級 	 class ; form ; grade ; course 	 art 
 外科医 	 surgeon ; operating surgeon ; sawbones 	 profession 
 アカシア 	 acacia 	 tree 
 クローバー 	 clover ; trefoil 	 botany 
 ツァーリ 	 czar ; tsar ; tzar 	
 アメリカ領ヴァージン諸島 	 United States Virgin Islands ; American Virgin Islands ; VI 	
 マッサージ 	 massage 	 fitness 
 電磁波 	 electromagnetic radiation ; electromagnetic wave ; nonparticulate radiation 	 physics 
 スパイ 	 spy ; undercover agent 	 military 
 毒毒しい [どくどくしい] 	 poisonous ; toxicant 	 chemistry 
 エッセン 	 Essen 	 city 
 ルテチウム 	 lutetium ; lutecium ; Lu ; atomic number 71 	 chemistry 
 シク教 	 Sikhism 	 faith 
 栗 [くり] 	 chestnut 	 world 
 ゲシュタポ 	 Gestapo 	
 ジェノサイド 	 genocide ; race murder ; racial extermination 	 military 
 ミルトン・フリードマン 	 Friedman ; Milton Friedman 	
 煙突 	 chimney 	 construction 
 オランダの人物 	 Dutch ; Dutch people 	 country2 
 美徳 	 virtue ; virtuousness ; moral excellence 	 religion 
 X 	 X ; x ; ex 	 alphabetic character 
 欄外 	 margin ; border ; perimeter 	 geometry 
 なぞ 	 riddle ; conundrum ; enigma ; brain-teaser 	 valentines_day 
 硫酸 	 vitriol ; oil of vitriol ; sulfuric acid ; sulphuric acid 	 acid 
 おばさん 	 aunt ; auntie ; aunty 	 family 
 のみ 	 chisel 	
 夜明け 	 dawn ; dawning ; morning ; aurora ; first light ; daybreak ; break of day ; break of the day ; dayspring ; sunrise ; sunup ; cockcrow 	 nature 
 度度 [たびたび] 	 frequently ; often ; oftentimes ; oft ; ofttimes 	 adverb 
 ヴェスヴィオ 	 Vesuvius ; Mount Vesuvius ; Mt. Vesuvius 	
 ピストル 	 pistol ; handgun ; side arm ; shooting iron 	 military 
 ガス 	 natural gas ; gas 	 physics 
 フェンシング 	 fencing 	
 富 	 wealth ; riches 	 economics 
 本能 	 instinct ; inherent aptitude 	
 ガリア 	 Gaul ; Gallia 	
 いとこ 	 cousin ; first cousin ; cousin-german ; full cousin 	 family 
 陰核 [いんかく] 	 clitoris ; clit ; button 	 anatomy 
 青銅器時代 	 Bronze Age 	
 手首 	 wrist ; carpus ; wrist joint ; radiocarpal joint ; articulatio radiocarpea 	 anatomy 
 ローザンヌ 	 Lausanne 	 city 
 ブタン 	 butane 	 chemistry 
 板 	 board ; plank 	 construction 
 波動 	 wave ; undulation 	 physics 
 ナント 	 Nantes 	 city 
 銀河系 	 Milky Way ; Milky Way Galaxy ; Milky Way System 	
 踵 	 heel 	 anatomy 
 藁 [わら] 	 straw 	
 朝鮮戦争 	 Korean War 	
 言い出す [いいだす] 	 propose ; suggest ; advise 	 verb 
 大佐 	 colonel 	 military 
 ラー 	 Ra ; Re 	
 シロアリ 	 termite ; white ant 	 animal 
 魚雷 	 torpedo 	 military 
 原子核物理学 	 nuclear physics ; atomic physics ; nucleonics 	
 アエネアス 	 Aeneas 	
 アッラーフ 	 Allah 	
 厳しい 	 rigorous ; strict 	
 ヴァイマル 	 Weimar 	 city 
 イオニア海 	 Ionian Sea 	
 池 	 pond ; pool 	 nature 
 口蓋 	 palate ; roof of the mouth 	 anatomy 
 宣伝 	 propaganda 	
 集積回路 	 integrated circuit ; microcircuit 	 computers 
 ヴィルヘルム2世 	 William II ; William Rufus 	 person 
 音韻論 	 phonology ; phonemics 	 linguistics 
 聖霊 	 Holy Ghost ; Holy Spirit ; Paraclete 	
 アルテミス 	 Artemis ; Cynthia 	 mythology 
 無理数 	 irrational number ; irrational 	 mathematics 
 十年 [じゅうねん] 	 decade ; decennary ; decennium 	 time 
 エンペドクレス 	 Empedocles 	
 核分裂 	 fission ; nuclear fission 	
 被服 	 clothing ; article of clothing ; vesture ; wear ; wearable ; habiliment 	 clothes 
 光子 	 photon 	 physics 
 バイオテクノロジー 	 biotechnology ; biotech 	 biology 
 インスブルック 	 Innsbruck 	
 新疆ウイグル自治区 	 Xinjiang ; Sinkiang ; Xinjiang Uighur Autonomous Region 	
 円柱 	 cylinder 	 mechanical_engineering 
 酷しい [きびしい] 	 severe ; spartan 	
 アブジャ 	 Abuja ; capital of Nigeria ; Nigerian capital 	 capital_city 
 ボース粒子 	 boson 	 physics 
 見上げる [みあげる] 	 admire ; look up to 	
 肋骨 	 rib ; costa 	 anatomy 
 シャーロック・ホームズ 	 Sherlock Holmes ; Holmes 	
 キーボード 	 computer keyboard ; keypad 	 device 
 表情 	 expression ; verbal expression ; verbalism 	 communication 
 結晶 	 crystal ; crystallization 	 physics 
 ボーデン湖 	 Constance ; Lake Constance ; Bodensee 	
 フェルミ粒子 	 fermion 	
 白痴 	 idiot ; imbecile ; cretin ; moron ; changeling ; half-wit ; retard 	 medicine 
 笑い 	 laughter 	 activity 
 フリーメイソン 	 Freemasonry ; Masonry 	
 時代 	 era ; epoch 	 time 
 アヤソフィア 	 Hagia Sophia ; Hagia Sofia ; Santa Sophia ; Santa Sofia 	
 動物園 	 menagerie ; zoo ; zoological garden 	 place 
 マイクロフォン 	 microphone ; mike 	 computers 
 ベルト 	 belt 	 clothes 
 双生児 	 twin 	 mining 
 鰯 [いわし] 	 pilchard ; sardine ; Sardina pilchardus 	 animal 
 ガボン 	 Gabon ; Gabonese Republic ; Gabun 	 country 
 正教会 	 Orthodox Church ; Orthodox Catholic Church ; Eastern Orthodox Church ; Eastern Church ; Eastern Orthodox 	
 重合体 	 polymer 	 chemical compound 
 トリポリ 	 Tarabulus ; Tripoli ; Tarabulus Ash-Sham ; Trablous 	
 肺炎 	 pneumonia 	 medicine 
 貝 	 mollusk ; mollusc ; shellfish 	 animal 
 恰度 [ちょうど] 	 precisely ; exactly ; just 	 adverb 
 購入 	 purchase 	 accounting 
 鞍 [くら] 	 saddle 	
 アキテーヌ地域圏 	 Aquitaine ; Aquitania 	
 ゴールキーパー 	 goalkeeper ; goalie ; goaltender ; netkeeper ; netminder 	
 免疫学 	 immunology 	
 カメ 	 turtle 	 animal 
 バリ島 	 Bali 	
 甥 	 nephew 	 family 
 ベーリング海峡 	 Bering Strait 	
 尊敬 	 esteem ; regard ; respect 	 management 
 ツール・ド・フランス 	 Tour de France 	
 天性 	 nature 	 nature 
 人道主義 [じんどうしゅぎ] 	 humanitarianism ; humanism 	 doctrine 
 札幌市 	 Sapporo 	 city 
 痛み 	 ache ; aching 	
 地球温暖化 	 global warming 	 nature 
 週 	 week ; hebdomad 	 time 
 ピューマ 	 cougar ; puma ; catamount ; mountain lion ; painter ; panther ; Felis concolor 	 animal 
 FORTRAN 	 FORTRAN 	 computers 
 運転手 	 driver 	 profession 
 神秘 	 mystery ; enigma ; secret ; closed book 	 literature 
 喜び 	 joy ; joyousness ; joyfulness 	 religion 
 イーサネット 	 ethernet 	
 仕事 	 job ; task ; chore 	 business 
 襤褸 [らんる] 	 rag ; shred ; tag ; tag end ; tatter 	
 チェチェン 	 Chechnya ; Chechenia ; Chechen Republic 	
 慰め 	 ointment ; unction ; unguent ; balm ; salve 	 medicine 
 ゴルダ・メイア 	 Meir ; Golda Meir 	 person 
 アンドリュー・ジョンソン 	 Johnson ; Andrew Johnson ; President Johnson ; President Andrew Johnson 	 person 
 ハロウィン 	 Halloween ; Hallowe'en ; Allhallows Eve 	
 抵当 	 mortgage 	 accounting 
 オームの法則 	 Ohm's law 	
 中庭 	 yard ; grounds ; curtilage 	 field 
 ハマース 	 Hamas ; Islamic Resistance Movement 	
 技術 	 technique 	 art 
 イブン＝ルシュド 	 Averroes ; ibn-Roshd ; Abul-Walid Mohammed ibn-Ahmad Ibn-Mohammed ibn-Roshd 	 person 
 独裁者 	 dictator ; potentate 	 profession 
 アゾレス諸島 	 Azores ; Acores 	
 C・S・ルイス 	 Lewis ; C. S. Lewis ; Clive Staples Lewis 	 person 
 地球科学 	 earth science 	 weather 
 ロジウム 	 rhodium ; Rh ; atomic number 45 	 chemistry 
 ノーベリウム 	 nobelium ; No ; atomic number 102 	 chemical element 
 ラザホージウム 	 rutherfordium ; Rf ; unnilquadium ; Unq ; element 104 ; atomic number 104 	 chemical element 
 祈る 	 pray 	
 みなみじゅうじ座 	 Southern Cross ; Crux ; Crux Australis 	 constellation 
 イスラマバード 	 Islamabad ; capital of Pakistan 	 capital_city 
 バマコ 	 Bamako 	
 キャブレター 	 carburetor ; carburettor 	
 動物行動学 	 ethology 	 biology 
 百年戦争 	 Hundred Years' War 	
 高速道路 	 expressway ; freeway ; motorway ; pike ; state highway ; superhighway ; throughway ; thruway 	 transport 
 寄付 	 contribution ; donation 	
 積み重ね 	 pile ; heap ; mound ; agglomerate ; cumulation ; cumulus 	 accumulation 
 タリウム 	 thallium ; Tl ; atomic number 81 	 chemistry 
 恐怖 	 panic ; terror ; affright 	
 テルアビブ 	 Tel Aviv ; Tel Aviv-Yalo ; Tel Aviv-Jaffa 	
 到着 	 arrival 	 transport 
 磁器 	 porcelain 	
 イングマール・ベルイマン 	 Bergman ; Ingmar Bergman 	
 種族 	 tribe ; folk 	 biology 
 1830年代 	 1830s 	
 1840年代 	 1840s 	
 点字 	 braille 	 linguistics 
 COBOL 	 COBOL 	 computers 
 ジャッカル 	 jackal ; Canis aureus 	 animal 
 マグマ 	 magma 	 geology 
 退屈 	 boredom ; ennui ; tedium 	
 梁 	 beam 	 construction 
 マラソン 	 marathon 	 run 
 パルテノン神殿 	 Parthenon 	
 内 [うち] 	 inside ; within 	 adverb 
 ナス 	 eggplant ; aubergine ; mad apple 	 vegetable 
 ネフェルティティ 	 Nefertiti 	
 訪問 	 visit 	 abstract 
 オーロックス 	 wisent ; aurochs ; Bison bonasus 	 animal 
 リキュール 	 liqueur ; cordial 	 drink 
 賛歌 	 hymn ; anthem 	 music 
 民間伝承 	 folklore 	 mythology 
 旅団 	 brigade 	 military 
 C 	 C ; c 	 alphabetic character 
 爆発 	 explosion ; detonation ; blowup 	 astronomy 
 I 	 I ; i 	 alphabetic character 
 アスファルト 	 asphalt 	
 国際司法裁判所 	 International Court of Justice ; World Court 	
 スス 	 carbon black ; lampblack ; soot ; smut ; crock 	 substance 
 両生類 	 amphibian 	 animal 
 廃棄 	 rubbish ; trash ; scrap 	
 ヴァイマル共和政 	 Weimar Republic 	
 出来事 	 happening ; occurrence ; occurrent ; natural event 	
 売る 	 sell 	 verb 
 L 	 L ; l 	 alphabetic character 
 治療 	 therapy 	 medicine 
 尿 	 urine ; piss ; pee ; piddle ; weewee ; water 	 biology 
 アラブ連盟 	 Arab League 	
 ミリメートル 	 millimeter ; millimetre ; mm 	
 鎌 [かま] 	 sickle ; reaping hook ; reap hook 	 agriculture 
 成層圏 	 stratosphere 	 astronomy 
 弾薬 	 ammunition ; ammo 	 military 
 波長 	 wavelength 	 physics 
 米国 [べいこく] 	 America 	
 クレーン 	 crane 	 device 
 中庭 	 court ; courtyard 	 area 
 弁 	 valve 	 object 
 プランク定数 	 Planck's constant ; h 	
 相手 	 spouse ; partner ; married person ; mate ; better half 	 family 
 ザラスシュトラ 	 Zoroaster ; Zarathustra 	
 1860年代 	 1860s 	
 同僚 	 colleague ; co-worker ; fellow worker ; workfellow 	
 相続人 	 heir ; inheritor ; heritor 	 law 
 溝渠 [こうきょ] 	 ditch 	
 感染 	 infection 	 health 
 カサブランカ 	 Casablanca 	 city 
 スイスの人物 	 Swiss ; Swiss people 	 country2 
 マルクス・アントニウス 	 Antony ; Anthony ; Mark Antony ; Mark Anthony ; Antonius ; Marcus Antonius 	
 白血球 	 leukocyte ; leucocyte ; white blood cell ; white cell ; white blood corpuscle ; white corpuscle ; WBC 	
 狒狒 [ひひ] 	 baboon 	 animal 
 マスト 	 mast 	
 堤防 	 bank 	 nature 
 ジョン・フォン・ノイマン 	 von Neumann ; Neumann ; John von Neumann 	 person 
 併せて [あわせて] 	 jointly ; collectively ; conjointly ; together with 	
 テッサロニキ 	 Thessaloniki ; Salonika ; Salonica ; Thessalonica 	 city 
 強調 	 emphasis ; accent 	 linguistics 
 循環器 	 circulatory system ; cardiovascular system 	
 事件 	 affair ; affaire ; intimacy ; liaison ; involvement ; amour 	 relations 
 アラビア数字 	 digit ; figure 	 linguistics 
 おおぐま座 	 Great Bear ; Ursa Major 	 constellation 
 セロリ 	 celery ; cultivated celery ; Apium graveolens dulce 	 herbaceous plant 
 ロッキー山脈 	 Rockies ; Rocky Mountains 	
 赤字 	 deficit ; shortage ; shortfall 	 management 
 荷 	 load ; loading ; burden 	 transport 
 エトナ火山 	 Etna ; Mount Etna ; Mt Etna 	
 汗 	 perspiration ; sweat ; sudor 	
 飲み込む [のみこむ] 	 understand 	 verb 
 ドニエプル川 	 Dnieper ; Dnieper River 	
 ケンタウルス座 	 Centaurus ; Centaur 	 constellation 
 ベルトルト・ブレヒト 	 Brecht ; Bertolt Brecht 	 person 
 ビオラ 	 viola 	 music 
 トイレ 	 toilet ; lavatory ; lav ; can ; john ; privy ; bathroom 	 house 
 ヴァージニア・ウルフ 	 Woolf ; Virginia Woolf ; Adeline Virginia Stephen Woolf 	 person 
 ヴィリー・ブラント 	 Brandt ; Willy Brandt 	 person 
 かつら 	 wig 	
 塀 [へい] 	 fence ; fencing 	 house 
 ハープシコード 	 harpsichord ; cembalo 	 music 
 鍼術 [しんじゅつ] 	 acupuncture ; stylostixis 	 health 
 ベンジャミン・ハリソン 	 Harrison ; Benjamin Harrison ; President Harrison ; President Benjamin Harrison 	 person 
 アンリ・ベクレル 	 Becquerel ; Henri Becquerel ; Antoine Henri Becquerel 	 person 
 シモーヌ・ド・ボーヴォワール 	 Beauvoir ; Simone de Beauvoir 	 person 
 ドップラー効果 	 Doppler effect ; Doppler shift 	
 紐 [ひも] 	 string ; twine 	
 休戦 	 armistice ; cease-fire ; truce 	 military 
 ハンナ・アーレント 	 Arendt ; Hannah Arendt 	 person 
 コンラート・アデナウアー 	 Adenauer ; Konrad Adenauer 	 person 
 温室効果 	 greenhouse effect ; greenhouse warming 	 nature 
 アルテミス神殿 	 Temple of Artemis 	
 牛肉 	 beef ; boeuf 	 meat 
 大望 	 ambition ; aspiration ; dream 	 character 
 ノストラダムス 	 Nostradamus ; Michel de Notredame 	 person 
 猟師 	 hunter ; huntsman 	 profession 
